Product_Name,Size,Milk,Whip,Serving_Size,Calories,Total_Fat(g),Saturated_Fat(g),Trans_Fat(g),Cholesterol(mg),Sodium_mg,Carbohydrates(g),Dietary_Fiber(g),Sugar(g),Protein(g),Vitamin_A(%DV),Vitamin_C(%DV),Calcium(%DV),Iron(%DV),Caffiene_mg
White Chocolate Mocha,Venti®,Soy,No Whip,591,460.0,13.0,6.0,0.0,5.0,270,69,1,64.0,16.0,15,2,60,20,150
White Chocolate Mocha,Venti®,Soy,Whip,591,530.0,20.0,11.0,0.2,30.0,280,71,1,65.0,16.0,25,2,60,20,150
White Chocolate Mocha,Venti®,Coconut,No Whip,591,450.0,16.0,14.0,0.0,5.0,290,71,0,68.0,6.0,0,2,15,0,150
White Chocolate Mocha,Venti®,Coconut,Whip,591,520.0,23.0,18.0,0.2,30.0,300,73,0,70.0,7.0,8,2,15,0,150
Iced White Chocolate Mocha,Tall,Nonfat,No Whip,354,230.0,4.5,3.5,0.0,5.0,135,41,0,40.0,8.0,8,2,25,0,75
Iced White Chocolate Mocha,Tall,Nonfat,Whip,354,310.0,12.0,8.0,0.2,35.0,150,43,0,41.0,8.0,15,2,25,0,75
Iced White Chocolate Mocha,Tall,2%,No Whip,354,250.0,7.0,5.0,0.1,15.0,140,41,0,39.0,8.0,8,2,25,0,75
Iced White Chocolate Mocha,Tall,2%,Whip,354,330.0,15.0,10.0,0.3,45.0,150,43,0,41.0,8.0,15,2,25,0,75
Iced White Chocolate Mocha,Tall,Whole,No Whip,354,270.0,9.0,6.0,0.1,15.0,140,41,0,39.0,7.0,6,2,25,0,75
Iced White Chocolate Mocha,Tall,Whole,Whip,354,350.0,17.0,11.0,0.4,45.0,150,43,0,41.0,8.0,15,2,25,0,75
Iced White Chocolate Mocha,Tall,Soy,No Whip,354,240.0,6.0,3.5,0.0,5.0,130,38,1,36.0,7.0,6,2,25,8,75
Iced White Chocolate Mocha,Tall,Soy,Whip,354,320.0,14.0,9.0,0.2,35.0,140,41,1,38.0,7.0,15,2,25,8,75
Iced White Chocolate Mocha,Tall,Coconut,No Whip,354,230.0,7.0,6.0,0.0,5.0,135,39,0,37.0,3.0,0,2,10,0,75
Iced White Chocolate Mocha,Tall,Coconut,Whip,354,310.0,15.0,11.0,0.2,35.0,140,41,0,39.0,4.0,10,2,10,0,75
Iced White Chocolate Mocha,Grande,Nonfat,No Whip,473,310.0,6.0,4.5,0.0,10.0,170,54,0,52.0,10.0,10,2,30,0,150
Iced White Chocolate Mocha,Grande,Nonfat,Whip,473,420.0,17.0,12.0,0.3,50.0,190,58,0,55.0,11.0,25,2,35,0,150
Iced White Chocolate Mocha,Grande,2%,No Whip,473,330.0,9.0,6.0,0.1,20.0,180,54,0,52.0,10.0,10,2,30,0,150
Iced White Chocolate Mocha,Grande,2%,Whip,473,450.0,20.0,13.0,0.4,60.0,200,57,0,54.0,11.0,20,2,30,0,150
Iced White Chocolate Mocha,Grande,Whole,No Whip,473,350.0,11.0,8.0,0.2,20.0,180,54,0,52.0,10.0,8,2,30,0,150
Iced White Chocolate Mocha,Grande,Whole,Whip,473,470.0,22.0,15.0,0.5,65.0,190,57,0,54.0,10.0,20,2,30,0,150
Iced White Chocolate Mocha,Grande,Soy,No Whip,473,320.0,8.0,5.0,0.0,5.0,170,51,1,48.0,9.0,6,2,30,10,150
Iced White Chocolate Mocha,Grande,Soy,Whip,473,430.0,19.0,12.0,0.3,45.0,180,55,1,50.0,10.0,20,2,35,10,150
Iced White Chocolate Mocha,Grande,Coconut,No Whip,473,310.0,9.0,8.0,0.0,5.0,170,52,0,49.0,5.0,0,2,10,0,150
Iced White Chocolate Mocha,Grande,Coconut,Whip,473,420.0,20.0,15.0,0.3,45.0,180,55,0,52.0,5.0,15,2,15,0,150
Iced White Chocolate Mocha,Venti®,Nonfat,No Whip,709,450.0,9.0,7.0,0.0,10.0,260,81,0,77.0,14.0,15,2,45,0,225
Iced White Chocolate Mocha,Venti®,Nonfat,Whip,709,570.0,20.0,14.0,0.3,55.0,270,84,0,80.0,15.0,25,2,45,2,225
Iced White Chocolate Mocha,Venti®,2%,No Whip,709,490.0,13.0,9.0,0.1,25.0,270,80,0,77.0,14.0,15,4,45,0,225
Iced White Chocolate Mocha,Venti®,2%,Whip,709,600.0,24.0,16.0,0.5,65.0,280,84,0,79.0,15.0,25,4,45,0,225
Iced White Chocolate Mocha,Venti®,Whole,No Whip,709,520.0,16.0,11.0,0.2,30.0,260,80,0,77.0,14.0,10,2,40,0,225
Iced White Chocolate Mocha,Venti®,Whole,Whip,709,630.0,27.0,18.0,0.5,70.0,270,84,0,79.0,15.0,25,2,45,2,225
Iced White Chocolate Mocha,Venti®,Soy,No Whip,709,470.0,12.0,7.0,0.0,10.0,250,77,1,71.0,13.0,10,2,45,10,225
Iced White Chocolate Mocha,Venti®,Soy,Whip,709,580.0,23.0,14.0,0.3,50.0,260,80,1,74.0,14.0,20,2,45,10,225
Iced White Chocolate Mocha,Venti®,Coconut,No Whip,709,450.0,13.0,12.0,0.0,10.0,250,77,0,73.0,7.0,0,2,20,0,225
Iced White Chocolate Mocha,Venti®,Coconut,Whip,709,570.0,25.0,19.0,0.3,50.0,260,80,0,76.0,8.0,15,2,20,0,225
Iced Black Tea,Tall,No Milk,No Whip,354,60.0,0.0,0.0,0.0,0.0,5,15,0,15.0,0.0,0,0,0,0,20
Iced Black Tea,Venti®,No Milk,No Whip,709,120.0,0.0,0.0,0.0,0.0,15,30,0,30.0,0.0,0,0,2,0,40
Iced Black Tea,Trenta,No Milk,No Whip,887,140.0,0.0,0.0,0.0,0.0,20,35,0,34.0,0.0,0,0,2,0,50
Iced Black Tea Lemonade,Tall,No Milk,No Whip,354,90.0,0.0,0.0,0.0,0.0,5,24,0,24.0,0.1,0,10,0,0,20
Iced Black Tea Lemonade,Grande,No Milk,No Whip,473,120.0,0.0,0.0,0.0,0.0,5,32,0,32.0,0.1,0,15,0,0,25
Iced Black Tea Lemonade,Venti®,No Milk,No Whip,709,190.0,0.0,0.0,0.0,0.0,10,48,0,47.0,0.1,0,20,2,0,40
Iced Black Tea Lemonade,Trenta,No Milk,No Whip,887,220.0,0.0,0.0,0.0,0.0,10,58,0,57.0,0.1,0,25,2,0,50
Chai Tea Latte,Short,Nonfat,No Whip,236,100.0,0.1,0.1,0.0,0.0,50,22,0,21.0,4.0,6,0,10,0,50
Chai Tea Latte,Short,2%,No Whip,236,120.0,2.0,1.0,0.1,10.0,55,22,0,21.0,4.0,6,0,10,0,50
Chai Tea Latte,Short,Whole,No Whip,236,130.0,3.5,2.0,0.1,10.0,55,22,0,21.0,4.0,6,0,10,0,50
Chai Tea Latte,Short,Soy,No Whip,236,110.0,1.5,0.2,0.0,0.0,45,20,0,18.0,3.0,4,0,10,6,50
Chai Tea Latte,Short,Coconut,No Whip,236,100.0,2.5,2.5,0.0,0.0,50,21,0,19.0,1.0,0,0,0,0,50
Chai Tea Latte,Tall,Nonfat,No Whip,354,160.0,0.2,0.1,0.0,5.0,80,34,0,32.0,6.0,10,0,20,2,70
Chai Tea Latte,Tall,2%,No Whip,354,190.0,3.5,1.5,0.1,15.0,90,34,0,32.0,6.0,10,0,20,2,70
Chai Tea Latte,Tall,Whole,No Whip,354,200.0,6.0,3.0,0.2,15.0,80,34,0,32.0,6.0,8,0,20,2,70
Chai Tea Latte,Tall,Soy,No Whip,354,160.0,2.5,0.3,0.0,0.0,70,31,1,28.0,5.0,6,0,20,10,70
Chai Tea Latte,Tall,Coconut,No Whip,354,160.0,3.5,3.5,0.0,0.0,75,31,0,29.0,1.0,0,0,0,2,70
Chai Tea Latte,Grande,Nonfat,No Whip,473,210.0,0.2,0.1,0.0,5.0,105,45,0,43.0,8.0,15,0,25,2,95
Chai Tea Latte,Grande,2%,No Whip,473,240.0,4.5,2.0,0.1,20.0,115,45,0,42.0,8.0,10,0,25,2,95
Chai Tea Latte,Grande,Whole,No Whip,473,270.0,7.0,4.0,0.2,20.0,105,45,0,42.0,7.0,10,0,25,2,95
Chai Tea Latte,Grande,Soy,No Whip,473,220.0,3.5,0.4,0.0,0.0,90,41,1,37.0,6.0,8,0,25,10,95
Chai Tea Latte,Grande,Coconut,No Whip,473,210.0,4.5,4.5,0.0,0.0,95,41,0,39.0,1.0,0,0,0,2,95
Chai Tea Latte,Venti®,Nonfat,No Whip,591,260.0,0.3,0.2,0.0,5.0,135,57,0,54.0,10.0,15,0,35,2,120
Chai Tea Latte,Venti®,2%,No Whip,591,310.0,6.0,3.0,0.2,25.0,150,56,0,53.0,10.0,15,2,30,2,120
Chai Tea Latte,Venti®,Whole,No Whip,591,340.0,9.0,5.0,0.3,30.0,135,56,0,53.0,10.0,15,0,30,2,120
Chai Tea Latte,Venti®,Soy,No Whip,591,280.0,4.5,0.5,0.0,0.0,115,51,1,46.0,8.0,10,0,30,15,120
Chai Tea Latte,Venti®,Coconut,No Whip,591,260.0,6.0,6.0,0.0,0.0,120,52,0,48.0,1.0,0,0,0,2,120
Iced Chai Tea Latte,Tall,Nonfat,No Whip,354,150.0,0.2,0.1,0.0,5.0,75,33,0,31.0,6.0,10,0,20,2,70
Iced Chai Tea Latte,Tall,2%,No Whip,354,180.0,3.0,1.5,0.1,10.0,80,33,0,31.0,5.0,8,0,15,2,70
Iced Chai Tea Latte,Tall,Whole,No Whip,354,190.0,5.0,3.0,0.1,15.0,75,33,0,31.0,5.0,8,0,15,2,70
Iced Chai Tea Latte,Tall,Soy,No Whip,354,160.0,2.5,0.3,0.0,0.0,70,30,1,27.0,5.0,6,0,20,8,70
Iced Chai Tea Latte,Tall,Coconut,No Whip,354,150.0,3.5,3.0,0.0,0.0,70,31,0,29.0,1.0,0,0,0,2,70
Iced Chai Tea Latte,Grande,Nonfat,No Whip,473,200.0,0.2,0.1,0.0,5.0,100,44,0,42.0,8.0,15,0,25,2,95
Iced Chai Tea Latte,Grande,2%,No Whip,473,240.0,4.0,2.0,0.1,15.0,110,44,0,42.0,7.0,10,0,25,2,95
Iced Chai Tea Latte,Grande,Whole,No Whip,473,260.0,7.0,4.0,0.2,20.0,105,44,0,42.0,7.0,10,0,20,2,95
Iced Chai Tea Latte,Grande,Soy,No Whip,473,220.0,3.5,0.4,0.0,0.0,90,41,1,37.0,6.0,8,0,25,10,95
Iced Chai Tea Latte,Grande,Coconut,No Whip,473,200.0,4.5,4.5,0.0,0.0,95,41,0,38.0,1.0,0,0,0,2,95
Iced Chai Tea Latte,Venti®,Nonfat,No Whip,709,300.0,0.3,0.2,0.0,5.0,140,65,0,62.0,11.0,20,0,35,2,145
Iced Chai Tea Latte,Venti®,2%,No Whip,709,350.0,6.0,3.0,0.2,25.0,160,65,0,61.0,10.0,15,2,35,2,145
Iced Chai Tea Latte,Venti®,Whole,No Whip,709,380.0,9.0,5.0,0.3,30.0,140,65,0,61.0,10.0,15,0,30,2,145
Iced Chai Tea Latte,Venti®,Soy,No Whip,709,320.0,4.5,0.5,0.0,0.0,130,60,1,55.0,9.0,10,0,35,15,145
Iced Chai Tea Latte,Venti®,Coconut,No Whip,709,300.0,6.0,6.0,0.0,0.0,135,61,0,57.0,1.0,0,0,2,2,145
Earl Grey Brewed Tea,Short,No Milk,No Whip,236,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40
Earl Grey Brewed Tea,Tall,No Milk,No Whip,354,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40
Earl Grey Brewed Tea,Grande,No Milk,No Whip,473,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40
Earl Grey Brewed Tea,Venti®,No Milk,No Whip,591,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40
Emperor's Clouds and Mist Brewed Tea,Short,No Milk,No Whip,236,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1
Emperor's Clouds and Mist Brewed Tea,Tall,No Milk,No Whip,354,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1
Emperor's Clouds and Mist Brewed Tea,Grande,No Milk,No Whip,473,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,16
Emperor's Clouds and Mist Brewed Tea,Venti®,No Milk,No Whip,591,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,16
English Breakfast Black Brewed Tea,Short,No Milk,No Whip,236,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40
English Breakfast Black Brewed Tea,Tall,No Milk,No Whip,354,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40
English Breakfast Black Brewed Tea,Grande,No Milk,No Whip,473,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40
English Breakfast Black Brewed Tea,Venti®,No Milk,No Whip,591,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40
English Breakfast Black Tea Latte,Short,Nonfat,No Whip,236,80.0,0.1,0.1,0.0,0.0,50,15,0,15.0,4.0,6,0,15,0,40
English Breakfast Black Tea Latte,Short,2%,No Whip,236,100.0,2.0,1.5,0.1,10.0,55,15,0,15.0,4.0,6,0,10,0,40
English Breakfast Black Tea Latte,Short,Whole,No Whip,236,110.0,3.5,2.0,0.1,10.0,50,15,0,15.0,4.0,6,0,10,0,40
English Breakfast Black Tea Latte,Short,Soy,No Whip,236,80.0,1.5,0.2,0.0,0.0,40,13,0,12.0,3.0,4,0,10,6,40
English Breakfast Black Tea Latte,Short,Coconut,No Whip,236,80.0,2.5,2.5,0.0,0.0,45,14,0,13.0,0.2,0,0,0,0,40
English Breakfast Black Tea Latte,Tall,Nonfat,No Whip,354,110.0,0.1,0.1,0.0,5.0,70,23,0,23.0,5.0,10,0,20,0,40
English Breakfast Black Tea Latte,Tall,2%,No Whip,354,140.0,3.0,2.0,0.1,15.0,80,23,0,23.0,5.0,8,0,20,0,40
English Breakfast Black Tea Latte,Tall,Whole,No Whip,354,160.0,5.0,3.0,0.2,15.0,75,23,0,23.0,5.0,8,0,15,0,40
English Breakfast Black Tea Latte,Tall,Soy,No Whip,354,120.0,2.5,0.3,0.0,0.0,60,20,1,18.0,4.0,6,0,20,8,40
English Breakfast Black Tea Latte,Tall,Coconut,No Whip,354,120.0,3.5,3.5,0.0,0.0,70,20,0,20.0,0.4,0,0,0,0,40
English Breakfast Black Tea Latte,Grande,Nonfat,No Whip,473,150.0,0.2,0.1,0.0,5.0,95,30,0,30.0,7.0,15,0,25,0,40
English Breakfast Black Tea Latte,Grande,2%,No Whip,473,180.0,4.0,2.5,0.2,15.0,105,30,0,30.0,7.0,10,0,25,0,40
English Breakfast Black Tea Latte,Grande,Whole,No Whip,473,210.0,7.0,4.0,0.2,20.0,95,30,0,30.0,7.0,10,0,20,0,40
English Breakfast Black Tea Latte,Grande,Soy,No Whip,473,160.0,3.0,0.4,0.0,0.0,80,26,1,24.0,6.0,8,0,25,10,40
English Breakfast Black Tea Latte,Grande,Coconut,No Whip,473,150.0,4.5,4.5,0.0,0.0,90,27,0,26.0,0.5,0,0,0,0,40
English Breakfast Black Tea Latte,Venti®,Nonfat,No Whip,591,190.0,0.2,0.1,0.0,5.0,120,38,0,38.0,9.0,15,0,30,0,40
English Breakfast Black Tea Latte,Venti®,2%,No Whip,591,230.0,5.0,3.5,0.2,20.0,135,38,0,38.0,9.0,15,0,30,0,40
English Breakfast Black Tea Latte,Venti®,Whole,No Whip,591,260.0,9.0,5.0,0.3,25.0,125,38,0,38.0,8.0,15,0,30,0,40
English Breakfast Black Tea Latte,Venti®,Soy,No Whip,591,200.0,4.0,0.5,0.0,0.0,105,33,1,31.0,7.0,10,0,30,15,40
English Breakfast Black Tea Latte,Venti®,Coconut,No Whip,591,190.0,6.0,6.0,0.0,0.0,115,34,0,33.0,1.0,0,0,0,0,40
Green Tea Latte,Short,Nonfat,No Whip,236,80.0,0.2,0.1,0.0,5.0,70,14,0,14.0,6.0,10,4,20,2,30
Green Tea Latte,Short,2%,No Whip,236,110.0,3.5,2.0,0.1,15.0,80,14,0,14.0,6.0,10,6,20,2,30
Green Tea Latte,Short,Whole,No Whip,236,130.0,6.0,3.0,0.2,15.0,75,14,0,14.0,6.0,8,4,20,2,30
Green Tea Latte,Short,Soy,No Whip,236,90.0,3.0,0.4,0.0,0.0,65,11,1,9.0,5.0,8,4,20,10,30
Green Tea Latte,Short,Coconut,No Whip,236,80.0,3.5,3.5,0.0,0.0,65,11,0,11.0,1.0,0,4,0,2,30
Green Tea Latte,Tall,Nonfat,No Whip,354,140.0,0.3,0.2,0.0,5.0,115,25,1,24.0,10.0,20,10,30,4,55
Green Tea Latte,Tall,2%,No Whip,354,190.0,5.0,3.5,0.2,20.0,125,25,1,24.0,10.0,15,10,30,2,55
Green Tea Latte,Tall,Whole,No Whip,354,220.0,9.0,5.0,0.3,25.0,115,25,1,24.0,9.0,15,10,30,4,55
Green Tea Latte,Tall,Soy,No Whip,354,160.0,4.5,0.5,0.0,0.0,105,20,2,17.0,8.0,10,10,30,15,55
Green Tea Latte,Tall,Coconut,No Whip,354,140.0,6.0,6.0,0.0,0.0,105,21,1,19.0,1.0,2,10,0,2,55
Green Tea Latte,Grande,Nonfat,No Whip,473,190.0,0.4,0.2,0.0,5.0,140,34,1,33.0,12.0,20,15,40,4,80
Green Tea Latte,Grande,2%,No Whip,473,240.0,7.0,4.5,0.3,25.0,160,34,1,32.0,12.0,20,15,40,4,80
Green Tea Latte,Grande,Whole,No Whip,473,280.0,11.0,6.0,0.3,35.0,150,34,1,32.0,12.0,20,15,35,4,80
Green Tea Latte,Grande,Soy,No Whip,473,210.0,6.0,0.5,0.0,0.0,130,28,3,24.0,10.0,15,15,40,20,80
Green Tea Latte,Grande,Coconut,No Whip,473,190.0,8.0,7.0,0.0,0.0,135,29,1,27.0,2.0,2,15,2,4,80
Green Tea Latte,Venti®,Nonfat,No Whip,591,250.0,0.5,0.3,0.0,10.0,190,45,2,44.0,16.0,30,20,50,6,110
Green Tea Latte,Venti®,2%,No Whip,591,320.0,9.0,6.0,0.4,35.0,210,45,2,43.0,16.0,25,20,50,6,110
Green Tea Latte,Venti®,Whole,No Whip,591,370.0,15.0,8.0,0.4,45.0,190,45,2,43.0,15.0,25,20,45,6,110
Green Tea Latte,Venti®,Soy,No Whip,591,280.0,7.0,1.0,0.0,0.0,170,38,3,32.0,14.0,20,20,50,30,110
Green Tea Latte,Venti®,Coconut,No Whip,591,250.0,10.0,9.0,0.0,0.0,180,38,2,36.0,2.0,2,20,2,6,110
Iced Green Tea Latte,Tall,Nonfat,No Whip,354,120.0,0.3,0.1,0.0,5.0,95,22,1,21.0,8.0,15,10,25,4,55
Iced Green Tea Latte,Tall,2%,No Whip,354,160.0,4.5,2.5,0.2,15.0,105,22,1,21.0,8.0,15,10,25,2,55
Iced Green Tea Latte,Tall,Whole,No Whip,354,180.0,7.0,4.0,0.2,20.0,95,22,1,21.0,7.0,10,10,25,4,55
Iced Green Tea Latte,Tall,Soy,No Whip,354,140.0,3.5,0.5,0.0,0.0,85,18,2,16.0,7.0,10,10,25,15,55
Iced Green Tea Latte,Tall,Coconut,No Whip,354,120.0,4.5,4.5,0.0,0.0,90,19,1,18.0,1.0,2,10,2,2,55
Iced Green Tea Latte,Grande,Nonfat,No Whip,473,170.0,0.4,0.2,0.0,5.0,130,32,1,31.0,11.0,20,15,35,4,80
Iced Green Tea Latte,Grande,2%,No Whip,473,220.0,6.0,3.5,0.2,25.0,140,31,1,30.0,11.0,20,15,35,4,80
Iced Green Tea Latte,Grande,Whole,No Whip,473,250.0,10.0,5.0,0.3,30.0,130,31,1,30.0,10.0,15,15,30,4,80
Iced Green Tea Latte,Grande,Soy,No Whip,473,190.0,5.0,0.5,0.0,0.0,115,27,2,23.0,9.0,15,15,35,20,80
Iced Green Tea Latte,Grande,Coconut,No Whip,473,170.0,7.0,6.0,0.0,0.0,120,27,1,25.0,2.0,2,15,2,4,80
Iced Green Tea Latte,Venti®,Nonfat,No Whip,709,240.0,0.5,0.3,0.0,10.0,180,44,2,42.0,15.0,25,20,50,6,110
Iced Green Tea Latte,Venti®,2%,No Whip,709,310.0,8.0,5.0,0.4,35.0,200,43,2,41.0,15.0,25,20,45,6,110
Iced Green Tea Latte,Venti®,Whole,No Whip,709,350.0,14.0,8.0,0.4,40.0,190,43,2,41.0,14.0,20,20,45,6,110
Iced Green Tea Latte,Venti®,Soy,No Whip,709,270.0,7.0,1.0,0.0,0.0,170,37,3,32.0,13.0,20,20,50,25,110
Iced Green Tea Latte,Venti®,Coconut,No Whip,709,240.0,9.0,9.0,0.0,0.0,170,37,2,35.0,2.0,2,20,2,6,110
Iced Green Tea,Tall,No Milk,No Whip,354,60.0,0.0,0.0,0.0,0.0,5,15,0,15.0,0.0,0,0,0,0,20
Iced Green Tea,Grande,No Milk,No Whip,473,80.0,0.0,0.0,0.0,0.0,10,20,0,20.0,0.0,0,0,0,0,25
Iced Green Tea,Venti®,No Milk,No Whip,709,120.0,0.0,0.0,0.0,0.0,15,30,0,30.0,0.0,0,0,2,0,40
Iced Green Tea,Trenta,No Milk,No Whip,887,140.0,0.0,0.0,0.0,0.0,20,35,0,34.0,0.0,0,0,2,0,50
Iced Green Tea Lemonade,Tall,No Milk,No Whip,354,90.0,0.0,0.0,0.0,0.0,5,24,0,24.0,0.1,0,10,0,0,20
Iced Green Tea Lemonade,Grande,No Milk,No Whip,473,120.0,0.0,0.0,0.0,0.0,5,32,0,32.0,0.1,0,15,0,0,25
Iced Green Tea Lemonade,Venti®,No Milk,No Whip,709,190.0,0.0,0.0,0.0,0.0,10,48,0,47.0,0.1,0,20,2,0,40
Iced Green Tea Lemonade,Trenta,No Milk,No Whip,887,220.0,0.0,0.0,0.0,0.0,10,58,0,57.0,0.1,0,25,2,0,50
Jade Citrus Mint Brewed Tea,Short,No Milk,No Whip,236,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,16
Jade Citrus Mint Brewed Tea,Tall,No Milk,No Whip,354,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,16
Jade Citrus Mint Brewed Tea,Grande,No Milk,No Whip,473,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40
Jade Citrus Mint Brewed Tea,Venti®,No Milk,No Whip,591,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40
London Fog Tea Latte,Short,Nonfat,No Whip,236,80.0,0.1,0.1,0.0,0.0,50,15,0,15.0,4.0,6,0,15,0,40
London Fog Tea Latte,Short,2%,No Whip,236,100.0,2.0,1.5,0.1,10.0,55,15,0,15.0,4.0,6,0,10,0,40
London Fog Tea Latte,Short,Whole,No Whip,236,110.0,3.5,2.0,0.1,10.0,50,15,0,15.0,4.0,6,0,10,0,40
London Fog Tea Latte,Short,Soy,No Whip,236,80.0,1.5,0.2,0.0,0.0,40,13,0,12.0,3.0,4,0,10,6,40
London Fog Tea Latte,Short,Coconut,No Whip,236,80.0,2.5,2.5,0.0,0.0,45,14,0,13.0,0.2,0,0,0,0,40
London Fog Tea Latte,Tall,Nonfat,No Whip,354,110.0,0.1,0.1,0.0,5.0,70,23,0,23.0,5.0,10,0,20,0,40
London Fog Tea Latte,Tall,2%,No Whip,354,140.0,3.0,2.0,0.1,15.0,80,23,0,23.0,5.0,8,0,20,0,40
London Fog Tea Latte,Tall,Whole,No Whip,354,160.0,5.0,3.0,0.2,15.0,75,23,0,23.0,5.0,8,0,15,0,40
London Fog Tea Latte,Tall,Soy,No Whip,354,120.0,2.5,0.3,0.0,0.0,60,20,1,18.0,4.0,6,0,20,8,40
London Fog Tea Latte,Tall,Coconut,No Whip,354,120.0,3.5,3.5,0.0,0.0,70,20,0,20.0,0.4,0,0,0,0,40
London Fog Tea Latte,Grande,Nonfat,No Whip,473,150.0,0.2,0.1,0.0,5.0,95,30,0,30.0,7.0,15,0,25,0,40
London Fog Tea Latte,Grande,2%,No Whip,473,180.0,4.0,2.5,0.2,15.0,105,30,0,30.0,7.0,10,0,25,0,40
London Fog Tea Latte,Grande,Whole,No Whip,473,210.0,7.0,4.0,0.2,20.0,95,30,0,30.0,7.0,10,0,20,0,40
London Fog Tea Latte,Grande,Soy,No Whip,473,160.0,3.0,0.4,0.0,0.0,80,26,1,24.0,6.0,8,0,25,10,40
London Fog Tea Latte,Grande,Coconut,No Whip,473,150.0,4.5,4.5,0.0,0.0,90,27,0,26.0,0.5,0,0,0,0,40
London Fog Tea Latte,Venti®,Nonfat,No Whip,591,190.0,0.2,0.1,0.0,5.0,120,38,0,38.0,9.0,15,0,30,0,40
London Fog Tea Latte,Venti®,2%,No Whip,591,230.0,5.0,3.5,0.2,20.0,135,38,0,38.0,9.0,15,0,30,0,40
London Fog Tea Latte,Venti®,Whole,No Whip,591,260.0,9.0,5.0,0.3,25.0,125,38,0,38.0,8.0,15,0,30,0,40
London Fog Tea Latte,Venti®,Soy,No Whip,591,200.0,4.0,0.5,0.0,0.0,105,33,1,31.0,7.0,10,0,30,15,40
London Fog Tea Latte,Venti®,Coconut,No Whip,591,190.0,6.0,6.0,0.0,0.0,115,34,0,33.0,1.0,0,0,0,0,40
Iced Mango Black Tea,Tall,No Milk,No Whip,354,60.0,0.1,0.0,0.0,0.0,10,14,0,14.0,0.0,0,0,0,0,20
Iced Mango Black Tea,Grande,No Milk,No Whip,473,80.0,0.2,0.0,0.0,0.0,10,19,0,19.0,0.0,0,0,0,0,25
Iced Mango Black Tea,Venti®,No Milk,No Whip,709,120.0,0.3,0.0,0.0,0.0,15,29,0,28.0,0.0,0,0,2,0,40
Iced Mango Black Tea,Trenta,No Milk,No Whip,887,140.0,0.3,0.0,0.0,0.0,20,34,0,33.0,0.0,0,0,2,0,50
Iced Mango Black Tea Lemonade,Tall,No Milk,No Whip,354,90.0,0.1,0.0,0.0,0.0,5,24,0,23.0,0.1,0,10,0,0,20
Iced Mango Black Tea Lemonade,Grande,No Milk,No Whip,473,120.0,0.2,0.0,0.0,0.0,10,31,0,31.0,0.1,0,15,0,0,25
Iced Mango Black Tea Lemonade,Venti®,No Milk,No Whip,709,190.0,0.3,0.0,0.0,0.0,10,47,0,46.0,0.1,0,20,2,0,40
Iced Mango Black Tea Lemonade,Trenta,No Milk,No Whip,887,230.0,0.3,0.0,0.0,0.0,15,58,0,57.0,0.1,0,25,2,0,50
Mint Majesty Brewed Tea,Short,No Milk,No Whip,236,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Mint Majesty Brewed Tea,Tall,No Milk,No Whip,354,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Mint Majesty Brewed Tea,Grande,No Milk,No Whip,473,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Mint Majesty Brewed Tea,Venti®,No Milk,No Whip,591,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Short,No Milk,No Whip,236,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Tall,No Milk,No Whip,354,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Grande,No Milk,No Whip,473,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Venti®,No Milk,No Whip,591,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
